ID,SMILES,CAS
D0507,Cc1ccc(C)c(OCCCC(C)(C)C(=O)[O-])c1,25812-30-0 
D0508,O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,22494-42-4 
D0509,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,1491-59-4
D0511,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],745-65-3 
D0512,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,52-53-9
D0513,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,474-25-9 
D0514,C[C@@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,26807-65-8 
D0516,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,65277-42-1 
D0517,C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,26807-65-8 
D0518,C[C@@H](C(=O)[O-])c1ccc2c(c1)[nH]c1ccc(Cl)cc12,53716-49-7 
D0520,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,26652-09-5 
D0521,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,2447-57-6
D0522,NC(=[NH2+])N/N=C\c1c(Cl)cccc1Cl,5051-62-7
D0523,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,42399-41-7 
D0524,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,34911-55-2 
D0525,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,59277-89-3 
D0526,Clc1ccc([C@@H](Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,65899-73-2 
D0527,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,6493-05-6
D0528,C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,34911-55-2 
D0529,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,59467-70-8 
D0530,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)[O-])C(C)(C)CCC1,4759-48-2
D0531,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,797-63-7 
D0532,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,50-65-7
D0533,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,51022-71-0 
D0534,Clc1ccc([C@H](Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,65899-73-2 
D0535,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,36894-69-6 
D0536,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,55268-74-1 
D0538,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,36735-22-5 
D0539,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,55268-74-1 
D0540,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,13647-35-3 
D0541,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,92623-85-3 
D0542,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,36505-84-7 
D0543,Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,61318-90-9 
D0544,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,91-75-8
D0545,c1ccc2c(CC3=NCCN3)cccc2c1,835-31-4 
D0546,Cc1cc(C2CCCCC2)n(O)c(=O)c1,29342-05-0 
D0547,CC(=O)NO,546-88-3 
D0548,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,27220-47-9 
D0549,C[C@H](C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,22071-15-4 
D0550,C[C@H](C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1,5104-49-4
D0551,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,33419-42-0 
D0552,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,50700-72-6 
D0553,O=C(NC[C@@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,54143-55-4 
D0554,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,21256-18-8 
D0555,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,36791-04-5 
D0557,Cc1cccc(C)c1OC[C@H](C)N,31828-71-4 
D0558,CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,37517-30-9 
D0559,CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)[O-])OCC3,41340-25-4 
D0560,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,16590-41-3 
D0561,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,54910-89-3 
D0562,C[N+](C)(C)C[C@H](O)CC(=O)[O-],541-15-1 
D0563,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1951-25-3
D0564,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)[O-],75847-73-3 
D0565,CC(C)COC[C@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,64706-54-3 
D0566,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,53714-56-0 
D0567,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,29110-47-2 
D0568,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,466-99-9 
D0569,COc1cc2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc(N)c2cc1OC,63590-64-7 
D0570,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,29975-16-4 
D0571,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,53648-55-8 
D0572,CC(C)[N@+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,60205-81-4 
D0573,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,54063-53-5 
D0574,CC(=O)O[C@@H](C)C[N+](C)(C)C,55-92-5
D0575,NCCNCCNCCN,112-24-3 
D0576,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,15307-86-5 
D0577,CCCC[C@@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,59122-46-2 
D0578,CC(C)(C)NC[C@@H](O)COc1cccc2c1CCC(=O)N2,51781-06-7 
D0579,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,47141-42-4 
D0580,CCCC[C@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,59122-46-2 
D0581,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,63659-18-7 
D0582,NC[C@H]1CC[C@H](C(=O)[O-])CC1,1197-18-8
D0583,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,65271-80-9 
D0584,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,49562-28-9 
D0585,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,25122-46-7 
D0586,C#CCN(C)[C@H](C)Cc1ccccc1,14611-51-9 
D0587,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,71195-58-9 
D0588,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,65472-88-0 
D0589,CCCCCCCC/C=C\CCCCCCCC(=O)OCCN,3282-75-5
D0590,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,54350-48-0 
D0591,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CCNCC3)cc21,70458-96-7 
D0592,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,66104-22-1 
D0593,COC(=O)CCc1ccc(OC[C@@H](O)CNC(C)C)cc1,81147-92-4 
D0594,C[C@@H](C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1,40828-46-4 
D0595,C[C@@H](N/C(=N/C#N)Nc1ccncc1)C(C)(C)C,60560-33-0 
D0596,CCCC[C@@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],259218-80-9
D0597,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12,75695-93-1 
D0598,C[C@H](N/C(=N/C#N)Nc1ccncc1)C(C)(C)C,60560-33-0 
D0599,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,76824-35-6 
D0600,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,90-80-2
D0601,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,55985-32-5 
D0602,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,2030-63-9
D0604,O=C([O-])c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,85721-33-1 
D0605,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,105102-22-5
D0606,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,75695-93-1 
D0607,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],76547-98-3 
D0608,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,73771-04-7 
D0609,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,53230-10-7 
D0610,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,67915-31-5 
D0611,COc1ccc2cc(CCC(C)=O)ccc2c1,42924-53-8 
D0612,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,128-13-2 
D0613,O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)[O-],74103-06-3 
D0614,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CCNCC3)nc21,74011-58-8 
D0615,CC(C)c1cccc(C(C)C)c1O,2078-54-8
D0616,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,75330-75-5 
D0617,O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)[O-],74103-06-3 
D0618,C[C@@H](N)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,13392-28-4 
D0619,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,35189-28-7 
D0620,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,30516-87-1 
D0621,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,79794-75-5 
D0622,CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12,69049-73-6 
D0623,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,82410-32-0 
D0624,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,74517-78-5 
D0625,O=C([O-])C1=C/C(=N\Nc2ccc(O)c(C(=O)[O-])c2)C=CC1=O,15722-48-2 
D0626,C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,82419-36-1 
D0627,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,31883-05-3 
D0628,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,5786-21-0
D0629,O=[P@]1(NCCCl)OCCCN1CCCl,3778-73-2
D0630,O=S(=O)(O)CCS,19767-45-4 
D0631,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,79902-63-9 
D0632,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,66711-21-5 
D0633,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,103129-82-4
D0634,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,518-28-5 
D0635,COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,73590-58-6 
D0636,COc1ccc(OC)c([C@@H](O)CNC(=O)CN)c1,42794-76-3 
D0637,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,55079-83-9 
D0638,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,64211-45-6 
D0639,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,72509-76-3 
D0640,O=C([O-])COCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,83881-52-1 
D0641,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,79617-96-2 
D0642,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,72822-12-9 
D0643,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)[O-])C1=O,86541-75-5 
D0644,CC(C)(S)[C@@H](N)C(=O)[O-],52-67-5
D0645,CC(C)NC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,3930-20-9
D0646,CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,3930-20-9
D0647,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)[O-],85441-61-8 
D0648,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,81093-37-0 
D0649,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@@H]2CCC[C@@H]21,87333-19-5 
D0650,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,303-49-1 
D0651,CC(=O)Oc1c(C)cc(OC[C@H](O)CNC(C)C)c(C)c1C,22664-55-7 
D0652,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,82626-48-0 
D0653,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,98048-97-6 
D0654,CN(C)c1nc(N(C)C)nc(N(C)C)n1,645-05-6 
D0655,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,58-61-7
D0656,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,27686-84-6 
D0657,COc1cc(C[C@@H]2c3c(cc(OC)c(OC)c3OC)CC[N@@+]2(C)CCCOC(=O)CCC(=O)OCCC[N@+]2(C)CCc3cc(OC)c(OC)c(OC)c3[C@@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,106819-53-8
D0658,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,86386-73-4 
D0659,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,80474-14-2 
D0660,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,66852-54-8 
D0661,Clc1ccccc1CN1CCc2sccc2C1,55142-85-3 
D0662,CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,66722-44-9 
D0663,O=C([O-])[C@@H](S)[C@@H](S)C(=O)[O-],304-55-2 
D0664,Cc1nccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O,99614-02-5 
D0665,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21,98079-51-7 
D0666,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,61869-08-7 
D0667,CN(C)CC[C@@H](c1ccccc1)c1ccccn1,86-21-5
D0668,c1ccc([C@H]2CN3CCSC3=N2)cc1,14769-73-4 
D0669,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,75607-67-9 
D0670,CC(C)(C)CC(C)(C)c1ccc(O)cc1,140-66-9 
D0671,CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,84625-61-6 
D0672,CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,58581-89-8 
D0673,CN(C)CC[C@H](c1ccccc1)c1ccccn1,86-21-5
D0674,O=C([O-])P(=O)([O-])[O-],4428-95-9
D0675,Nc1c2c(nc3ccccc13)CCCC2,321-64-2 
D0676,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,54024-22-5 
D0677,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,78755-81-4 
D0678,CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,84625-61-6 
D0679,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N@+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N@+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,133814-19-4
D0680,CN1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,58581-89-8 
D0681,FC(F)O[C@H](F)C(F)(F)F,57041-67-5 
D0682,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,29767-20-2 
D0683,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@H]1O,53910-25-1 
D0684,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,51333-22-3 
D0685,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,93413-69-5 
D0686,COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,93413-69-5 
D0687,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,83366-66-9 
D0688,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,69655-05-6 
D0689,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@@H]21,146961-76-4
D0691,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,98319-26-7 
D0692,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@@H]2CCCC[C@@H]21)C(=O)OCC,82834-16-0 
D0693,NC(=O)OCC(COC(N)=O)c1ccccc1,25451-15-4 
D0694,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,91161-71-6 
D0695,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,7481-89-2
D0696,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,81098-60-4 
D0697,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,24584-09-6 
D0698,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)[O-])c1ccccc1,79516-68-0 
D0699,NCCCNCCSP(=O)([O-])[O-],20537-88-6 
D0700,CCOc1nc2cccc(C(=O)O[C@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,145040-37-5
D0701,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,4291-63-8
D0702,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,3380-34-5
D0703,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,51333-22-3 
D0704,NCC1(CC(=O)[O-])CCCCC1,60142-96-3 
D0705,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,109889-09-0
D0706,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)[O-])SCCS2,83647-97-6 
D0707,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,84057-84-1 
D0708,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,54739-18-3 
D0709,CCCCN(CCCC)CC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,69756-53-2 
D0710,O=C1C(=O)C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)=C(O)c2ccccc21,95233-18-4 
D0711,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,93957-54-1 
D0712,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,33069-62-4 
D0713,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,106266-06-2
D0714,COc1cccc([C@]2(O)CCCC[C@@H]2CN(C)C)c1,181289-59-8
D0715,COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12,72956-09-3 
D0716,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)[O-],103775-10-6
D0717,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,68475-42-3 
D0718,COc1ccc(-c2ccc3cc(C(=O)[O-])ccc3c2)cc1[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,106685-40-9
D0719,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,61337-67-5 
D0720,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@@H]1c1ccccc1[N+](=O)[O-],63675-72-9 
D0721,[H]/N=C(/NC(N)=[NH2+])N(C)C,657-24-9 
D0722,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,104227-87-4
D0723,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,114798-26-4
D0724,CCC1=C[C@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,71486-22-1 
D0725,Clc1ccc2nsnc2c1NC1=NCCN1,51322-75-9 
D0726,Cc1c(OCC(F)(F)F)ccnc1C[S@](=O)c1nc2ccccc2[nH]1,103577-45-3
D0727,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,120279-96-1
D0728,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,3056-17-5
D0729,CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1,61337-67-5 
D0730,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,128470-16-6
D0731,O=C([O-])CCCCCCCC(=O)[O-],123-99-9 
D0732,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O,35121-78-9 
D0733,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,114977-28-5
D0734,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-],93390-81-9 
D0735,C[C@@H](c1cc2ccccc2s1)N(O)C(N)=O,111406-87-2
D0736,C[C@H](c1cc2ccccc2s1)N(O)C(N)=O,111406-87-2
D0737,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,49697-38-3 
D0738,FCOC(C(F)(F)F)C(F)(F)F,28523-86-6 
